Name,SMILES,Affinity
ab_enamine9997,NC(=O)Cc1csc(NS(=O)(=O)c2ccc3OCCc3c2)n1,-7.558
CHEMBL3974702,CNC(=O)COc1cccc(Nc2ncc(F)c(Nc3ccc4c(c3)C(N)CCO4)n2)c1,-7.556
hinge_enamine16103,Cc1cnc2c(cccc2c1)S(=O)(=O)N1CCC(CC1)C(=O)N1CCCC1c1ccc(F)cc1,-7.556
dds5_enamine49817,CN1C(=O)CCN(Cc2nnnn2c2ccc(OC(F)F)cc2)c2ccccc12,-7.554
hinge_enamine22963,O=C(N1CCC2(CC1)CNC(=O)c1ccccc1O2)c1nncc2ccccc12,-7.553
dds5_enamine8463,COc1ccc(c2ccccc12)S(=O)(=O)Nc1cccc(O)c1F,-7.552
hinge_enamine9061,CC1Oc2c(cccc2NC1=O)C(=O)NC(Cc1ccc(O)cc1)c1nc2ccccc2[nH]1,-7.549
dds5_enamine32641,CC1(NC(=O)NC1=O)c1cccc(NC(=O)c2ccc3C(=O)NC(=O)c3c2)c1,-7.548
dds1_enamine5076,Cc1coc(n1)c1ccc(C)c(NC(=O)N2CCCC(C2)c2ccnc(N)n2)c1,-7.547
dds5_enamine37386,NC1CCCc2cc(ccc12)c1nc(no1)C1(CCC1)NC(=O)c1ccccc1,-7.546
dds5_enamine14163,COc1ccc(cc1NC(=O)c1cnc2scc(C)n2c1=O)c1nc2ccccc2[nH]1,-7.544
